age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
52,9,3,4,2,2,1,1,9,1,29,2,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
45,10,3,5,2,1,2,1,9,1,165,2,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
37,9,3,6,2,1,2,1,9,1,154,2,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
43,8,3,4,1,2,2,1,9,1,202,3,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
46,10,3,5,2,2,2,1,9,1,723,2,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
45,1,3,6,2,1,2,1,9,1,550,2,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
31,8,3,3,2,2,2,1,9,1,130,2,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
39,9,3,3,1,1,2,1,9,1,192,2,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
55,10,1,6,2,1,2,1,9,1,146,2,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
55,10,3,5,2,1,2,1,9,1,239,2,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
27,8,2,6,2,2,2,1,9,1,304,2,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
38,3,2,6,2,0,0,1,9,1,114,3,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
24,0,3,6,2,1,2,1,9,1,139,3,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
36,7,3,5,2,1,2,1,9,1,445,2,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
44,10,3,2,1,2,1,1,9,1,139,5,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
33,9,2,4,2,1,2,1,9,1,16,2,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
30,8,3,6,2,1,2,1,9,1,169,4,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
28,3,2,4,2,1,2,1,9,1,125,3,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
60,10,3,6,1,1,2,1,9,1,266,2,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
38,8,2,6,2,2,2,1,9,1,446,2,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
42,10,3,4,2,2,1,1,9,1,267,2,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
35,9,3,5,2,2,1,1,9,1,6,2,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
53,5,3,5,1,1,2,1,9,1,15,2,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
24,10,2,5,2,1,2,1,9,1,172,4,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
35,10,1,6,2,1,2,1,9,1,94,3,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
25,10,2,5,2,1,2,1,9,1,268,3,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
59,4,3,6,1,2,1,1,9,1,130,3,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
48,9,3,2,1,1,2,1,9,1,70,4,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
56,10,3,4,2,1,2,1,9,1,91,6,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
43,8,3,6,2,2,2,1,9,1,324,2,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
32,4,3,1,2,1,2,1,9,1,465,2,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
27,9,3,4,2,2,1,1,9,1,274,2,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
34,6,2,4,2,1,2,1,9,1,300,3,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
31,9,1,3,2,2,2,1,9,1,191,2,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
37,1,3,5,2,1,2,1,9,1,56,3,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
29,7,3,5,2,1,2,1,9,1,189,2,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
35,8,3,6,2,2,2,1,9,1,236,2,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
57,8,1,6,2,1,2,1,9,1,137,2,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
43,7,3,3,2,2,2,1,9,1,614,2,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
49,10,2,5,2,1,2,1,9,1,363,5,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
50,8,3,1,2,2,2,1,9,1,418,2,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
33,8,3,6,1,2,2,1,9,1,221,2,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
34,9,3,4,2,2,2,1,9,1,96,2,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
24,7,2,5,2,1,2,1,9,1,119,3,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
43,9,3,2,1,2,2,1,9,1,103,3,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
44,10,3,6,2,1,2,1,9,1,10,2,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
37,8,3,3,2,2,2,1,9,1,216,2,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
39,9,3,4,2,2,2,1,9,1,484,2,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
33,10,2,3,2,1,2,1,9,1,485,3,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
46,9,3,2,1,2,2,1,9,1,404,2,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
39,9,3,4,2,2,2,1,9,1,175,2,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
28,10,2,6,2,2,2,1,9,1,138,2,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
25,8,2,3,2,2,1,1,9,1,243,2,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
39,7,3,5,2,1,2,1,9,1,919,2,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
31,9,3,4,2,1,2,1,9,1,203,2,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
32,10,2,5,2,1,2,1,9,1,247,2,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
32,7,3,5,1,1,1,1,9,1,89,2,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
41,10,3,6,1,1,2,1,9,1,185,2,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
22,9,3,2,2,0,0,1,9,1,777,3,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
39,2,3,4,2,1,2,1,9,1,340,3,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
29,10,2,5,2,1,2,1,9,1,110,2,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
50,8,3,3,1,2,2,1,9,1,256,2,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
46,2,3,4,2,1,2,1,9,1,165,2,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
39,2,3,2,2,2,2,1,9,1,54,2,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
55,7,1,2,1,2,2,1,9,1,26,2,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
43,10,3,6,2,1,2,1,9,1,350,4,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
42,7,3,5,1,2,2,1,9,1,226,2,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
41,9,3,1,1,2,2,1,9,1,167,2,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
31,8,2,6,2,1,2,1,9,1,47,3,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
56,9,3,2,1,2,2,1,9,1,214,2,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
40,9,3,2,1,2,2,1,9,1,446,2,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
46,6,3,4,2,2,2,1,9,1,153,2,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
56,10,1,5,2,2,2,1,9,1,181,6,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
42,9,1,2,2,1,2,1,9,1,747,5,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
41,10,2,5,2,2,2,1,9,1,214,1,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
41,8,1,2,2,2,2,1,9,1,270,1,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
53,10,3,6,2,1,1,1,9,1,37,2,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
33,2,3,2,2,0,0,1,9,1,129,2,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
25,7,2,5,2,1,2,1,9,1,72,3,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
42,10,3,5,2,1,2,1,9,1,1392,2,999,0,2,1.1,93.994,-36.4,4.856,5191.0,1
34,7,3,5,1,2,1,1,9,1,441,2,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
41,8,1,2,2,2,2,1,9,1,725,1,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
38,10,3,5,2,1,2,1,9,1,213,3,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
31,8,2,5,2,1,1,1,9,1,177,2,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
46,7,3,3,2,2,2,1,9,1,273,4,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
58,5,3,6,2,1,2,1,9,1,98,2,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
39,7,3,5,2,1,1,1,9,1,480,4,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
54,9,3,4,1,2,2,1,9,1,152,1,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
31,10,1,6,2,2,2,1,9,1,204,2,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
40,7,2,5,2,2,1,1,9,1,117,1,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
56,5,1,2,2,1,2,1,9,1,246,3,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
41,10,3,6,2,1,2,1,9,1,352,5,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
33,10,1,5,2,1,2,1,9,1,190,1,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
55,8,3,5,2,2,2,1,9,1,719,1,999,0,2,1.1,93.994,-36.4,4.856,5191.0,1
33,10,1,5,2,1,2,1,9,1,277,1,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
48,10,1,5,2,1,2,1,9,1,315,1,999,0,2,1.1,93.994,-36.4,4.856,5191.0,0
28,9,3,1,1,2,2,1,9,2,289,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
39,1,3,6,2,1,2,1,9,2,225,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
42,10,2,4,1,1,1,1,9,2,408,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
60,2,3,5,1,2,2,1,9,2,74,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
35,8,3,4,2,1,2,1,9,2,24,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
45,10,3,6,2,2,1,1,9,2,369,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
36,9,3,1,2,2,2,1,9,2,167,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
33,1,3,4,2,2,2,1,9,2,64,3,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
54,6,1,1,1,2,2,1,9,2,151,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
49,2,3,2,1,1,1,1,9,2,801,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,1
46,2,3,2,2,1,2,1,9,2,336,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
32,6,2,6,2,1,2,1,9,2,59,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
42,9,1,2,2,1,2,1,9,2,93,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
37,9,3,1,2,1,2,1,9,2,181,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
35,8,3,6,2,1,2,1,9,2,86,6,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
47,9,3,1,2,1,2,1,9,2,317,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
33,8,3,3,2,2,2,1,9,2,120,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
38,9,3,4,2,2,1,1,9,2,388,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
39,2,3,6,2,1,2,1,9,2,174,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
55,10,3,5,2,2,2,1,9,2,72,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
35,7,3,5,2,2,2,1,9,2,126,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
55,10,3,5,2,2,2,1,9,2,339,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
33,9,3,1,1,1,2,1,9,2,171,5,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
32,9,3,4,1,2,2,1,9,2,162,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
32,9,3,4,2,2,2,1,9,2,18,2,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
32,9,1,4,2,1,2,1,9,2,129,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
42,10,2,6,2,2,1,1,9,2,938,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,1
38,9,3,5,1,2,2,1,9,2,173,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
56,3,3,2,2,1,2,1,9,2,222,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
55,10,3,5,2,2,1,1,9,2,692,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
33,8,3,3,2,2,1,1,9,2,262,2,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
45,10,2,5,1,2,1,1,9,2,78,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
58,6,3,6,1,1,2,1,9,2,134,5,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
46,3,3,6,2,2,1,1,9,2,323,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
33,6,3,6,2,2,2,1,9,2,43,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
50,3,3,2,1,1,1,1,9,2,245,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
56,9,3,2,1,1,2,1,9,2,482,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
33,9,3,2,1,2,1,1,9,2,207,2,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
26,10,3,6,2,2,1,1,9,2,56,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
49,2,2,5,1,2,2,1,9,2,85,2,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
36,7,3,5,2,2,1,1,9,2,201,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
52,3,2,6,1,1,2,1,9,2,353,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
49,9,3,4,1,1,1,1,9,2,554,3,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
49,9,3,2,1,1,2,1,9,2,432,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
28,10,2,5,2,1,2,1,9,2,27,2,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
36,7,3,5,2,1,2,1,9,2,361,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
45,10,2,3,2,2,2,1,9,2,565,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,1
41,8,3,6,2,1,2,1,9,2,162,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
49,10,3,5,1,1,2,1,9,2,139,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
31,7,3,3,2,1,2,1,9,2,287,3,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
32,8,3,3,2,1,2,1,9,2,147,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
59,5,3,3,1,1,2,1,9,2,905,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,1
25,7,1,5,2,2,1,1,9,2,118,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
22,7,2,2,2,1,2,1,9,2,91,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
43,9,3,4,2,1,2,1,9,2,111,5,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
35,9,3,4,2,2,2,1,9,2,162,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
60,4,3,2,2,2,2,1,9,2,236,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
40,10,3,6,2,1,2,1,9,2,73,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
37,1,3,3,2,2,2,1,9,2,123,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
37,8,3,6,2,2,1,1,9,2,298,2,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
36,8,2,6,2,1,2,1,9,2,86,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
35,9,3,4,2,2,2,1,9,2,420,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
43,4,3,4,2,2,2,1,9,2,139,2,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
39,2,3,4,2,2,2,1,9,2,164,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
56,9,3,6,1,2,2,1,9,2,508,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
37,7,2,5,2,1,2,1,9,2,139,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
38,9,3,3,2,1,2,1,9,2,192,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
37,8,2,6,2,1,2,1,9,2,226,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
54,9,3,4,1,1,2,1,9,2,783,2,999,0,2,1.1,93.994,-36.4,4.858,5191.0,1
53,5,3,5,1,1,2,1,9,2,264,2,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
38,7,3,4,2,1,2,1,9,2,166,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
47,8,2,3,1,1,2,1,9,2,27,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
33,6,3,5,1,1,2,1,9,2,353,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
39,9,3,2,1,2,2,1,9,2,85,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
36,8,2,3,1,1,2,1,9,2,1106,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
35,9,3,4,2,1,2,1,9,2,419,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
40,10,3,6,1,2,1,1,9,2,603,5,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
55,10,2,6,1,2,1,1,9,2,415,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
37,9,3,2,2,2,2,1,9,2,179,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
53,9,3,4,1,1,2,1,9,2,872,5,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
36,10,3,5,2,0,0,1,9,2,52,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
32,9,3,4,2,1,2,1,9,2,490,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
42,10,3,5,2,2,2,1,9,2,63,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
52,6,3,6,2,2,2,1,9,2,27,2,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
33,7,3,5,2,1,1,1,9,2,425,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
51,10,3,3,1,1,2,1,9,2,12,2,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
32,6,2,6,2,2,2,1,9,2,350,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
33,8,1,3,2,2,2,1,9,2,103,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
34,7,3,5,2,1,2,1,9,2,210,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
34,7,3,5,2,1,2,1,9,2,261,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
55,10,1,6,2,2,2,1,9,2,115,2,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
33,6,3,5,1,2,2,1,9,2,641,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
34,9,3,4,2,2,1,1,9,2,71,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
52,7,3,6,2,2,2,1,9,2,370,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
55,8,3,4,1,2,2,1,9,2,958,2,999,0,2,1.1,93.994,-36.4,4.858,5191.0,1
45,9,3,2,1,2,2,1,9,2,103,2,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
34,9,3,4,1,2,1,1,9,2,628,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
53,3,3,6,2,2,2,1,9,2,232,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
43,10,3,6,2,1,2,1,9,2,68,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
33,6,3,4,2,2,2,1,9,2,192,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
39,9,3,4,2,1,2,1,9,2,494,3,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
29,9,3,4,1,2,2,1,9,2,166,2,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
35,3,3,4,2,2,2,1,9,2,151,2,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
45,9,3,2,2,2,2,1,9,2,204,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
35,9,3,4,2,2,2,1,9,2,180,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
37,8,2,6,2,1,2,1,9,2,494,2,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
38,9,3,1,1,1,2,1,9,2,530,2,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
35,5,3,3,2,1,2,1,9,2,759,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
36,8,3,6,2,1,2,1,9,2,85,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
30,9,3,2,2,1,2,1,9,2,445,2,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
53,4,2,4,2,1,2,1,9,2,345,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
30,10,2,6,2,1,2,1,9,2,819,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,1
41,9,3,2,1,1,2,1,9,2,16,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
40,9,3,4,1,1,2,1,9,2,32,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
36,8,3,6,2,1,2,1,9,2,648,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
36,6,3,5,2,1,2,1,9,2,29,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
44,7,1,5,1,1,2,1,9,2,220,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
56,5,3,5,1,1,2,1,9,2,151,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
38,6,3,6,2,2,2,1,9,2,290,2,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
35,9,3,3,2,2,1,1,9,2,634,2,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
35,6,3,6,2,1,1,1,9,2,717,3,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
28,6,3,5,1,2,2,1,9,2,249,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
43,2,3,2,1,1,1,1,9,2,228,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
30,4,3,3,2,1,2,1,9,2,122,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
36,0,2,6,1,2,2,1,9,2,544,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
40,9,3,4,2,2,1,1,9,2,951,2,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
35,8,2,6,2,2,2,1,9,2,412,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,1
27,10,2,4,2,2,1,1,9,2,264,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
42,8,1,4,2,1,2,1,9,2,211,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
49,9,3,1,2,2,2,1,9,2,97,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
38,8,3,3,2,2,1,1,9,2,192,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
31,10,3,5,2,2,2,1,9,2,160,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
57,5,3,2,2,1,2,1,9,2,97,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
29,9,2,1,2,1,2,1,9,2,244,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
36,6,3,6,2,2,2,1,9,2,578,2,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
55,5,1,5,1,2,2,1,9,2,359,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
30,7,2,5,2,2,2,1,9,2,190,2,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
32,9,3,4,1,1,2,1,9,2,111,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
49,9,3,2,1,2,2,1,9,2,487,5,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
48,10,3,6,2,2,2,1,9,2,396,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
30,9,2,2,2,1,2,1,9,2,59,2,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
53,5,1,5,2,2,2,1,9,2,111,3,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
40,2,2,6,2,1,1,1,9,2,502,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
31,9,3,1,2,1,1,1,9,2,795,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,1
60,8,1,3,1,2,2,1,9,2,202,6,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
45,9,3,4,2,1,2,1,9,2,135,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
56,6,3,6,2,2,2,1,9,2,29,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
31,9,3,2,2,1,2,1,9,2,408,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
56,6,3,6,2,2,1,1,9,2,136,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
60,4,3,2,2,1,1,1,9,2,141,2,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
34,9,3,4,2,1,2,1,9,2,103,2,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
56,6,3,6,2,1,1,1,9,2,171,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
33,9,3,1,1,1,2,1,9,2,229,2,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
29,10,2,5,2,1,2,1,9,2,93,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
49,9,3,2,1,2,2,1,9,2,61,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
53,10,3,4,2,1,2,1,9,2,35,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
49,4,3,5,1,1,2,1,9,2,7,2,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
43,9,2,3,2,1,2,1,9,2,51,2,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
38,9,2,2,2,1,2,1,9,2,17,2,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
48,9,3,2,2,2,2,1,9,2,504,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
43,10,3,5,2,1,2,1,9,2,726,1,999,0,2,1.1,93.994,-36.4,4.858,5191.0,0
